"Sex","Race/Ethnicity","First Year","Last Year","Cause of Injury","Disp","ageRangLo","ageRangHi","Age in Years","Year","Injuries","Population","records","suppressed","cv","Number of$Cases (Sample)","Standard$Error","CV","Lower 95%$Confidence$Limit","Upper 95%$Confidence$Limit","ageadj"
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","5322","282,634","240",".","0.282","240","1500","28.2","2382","8262","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","95412","2,077,786","2904",".","0.104","2904","9908","10.4","75993","114832","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","51148","1,079,105","1200",".","0.143","1200","7290","14.3","36859","65437","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","11814","352,911","654",".","0.203","654","2404","20.3","7102","16525","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","13308","502,316","538",".","0.295","538","3920","29.5","5626","20991","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","2490","143,454","133",".","0.284","133","708","28.4","1102","3877","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","71890","1,995,208","2142",".","0.105","2142","7521","10.5","57149","86631","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","37697","1,029,695","897",".","0.15","897","5664","15","26597","48798","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","9476","342,366","496",".","0.218","496","2067","21.8","5424","13528","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020","8200","483,967","334",".","0.276","334","2263","27.6","3766","12635","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020",".","139,180",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020",".",".",".","1",".",".",".",".",".",".","."
"U","N","2020","2020","Overall All Injury Causes","All Cases","0","199","11","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","181250","4,200,977","5425",".","0.101","5425","18345","10.1","145295","217206","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","103383","2,174,582","2336",".","0.14","2336","14449","14","75063","131703","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","20446","715,794","1156",".","0.184","1156","3757","18.4","13084","27809","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","21118","1,018,807","943",".","0.293","943","6189","29.3","8987","33249","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","5842","291,794","267",".","0.237","267","1385","23.7","3127","8557","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","103567","2,143,929","3027",".","0.109","3027","11278","10.9","81462","125672","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","58723","1,112,399","1292",".","0.142","1292","8326","14.2","42403","75043","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","11321","363,003","652",".","0.168","652","1905","16.8","7588","15055","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","12460","519,995","531",".","0.298","531","3712","29.8","5184","19736","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","2944","148,532","137",".","0.248","137","730","24.8","1514","4374","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","77654","2,057,048","2396",".","0.098","2396","7617","9.8","62725","92582","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","44661","1,062,183","1044",".","0.146","1044","6504","14.6","31913","57408","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","9125","352,791","504",".","0.222","504","2027","22.2","5152","13098","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","8652","498,812","411",".","0.298","411","2576","29.8","3602","13701","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020","2898","143,262","130",".","0.267","130","773","26.7","1382","4413","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020",".",".",".","1",".",".",".",".",".",".","."
"U","H","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020",".",".",".","1",".",".",".",".",".",".","."
"U","N","2020","2020","Overall All Injury Causes","All Cases","0","199","12","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","198498","4,219,921","5717",".","0.101","5717","20131","10.1","159041","237955","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","106128","2,197,960","2411",".","0.14","2411","14886","14","76952","135305","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","27037","712,666","1244",".","0.178","1244","4822","17.8","17585","36489","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","25057","1,021,280","1018",".","0.298","1018","7467","29.8","10422","39693","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","7364","288,015","269",".","0.241","269","1778","24.1","3880","10848","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","108079","2,155,552","3115",".","0.101","3115","10923","10.1","86670","129488","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","55909","1,125,536","1288",".","0.141","1288","7889","14.1","40446","71371","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","15723","362,644","701",".","0.171","701","2693","17.1","10445","21002","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","13951","520,589","553",".","0.291","553","4058","29.1","5996","21905","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","4428","146,783","143",".","0.266","143","1178","26.6","2119","6737","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","90337","2,064,369","2597",".","0.107","2597","9640","10.7","71442","109231","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","50207","1,072,424","1121",".","0.144","1121","7246","14.4","36006","64409","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","11313","350,022","543",".","0.199","543","2255","19.9","6894","15733","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020",".","500,691",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020","2936","141,232","126",".","0.275","126","807","27.5","1353","4518","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020",".",".",".","1",".",".",".",".",".",".","."
"U","W","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020",".",".",".","1",".",".",".",".",".",".","."
"U","N","2020","2020","Overall All Injury Causes","All Cases","0","199","13","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","217406","4,186,358","6034",".","0.103","6034","22285","10.3","173728","261085","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","117112","2,202,846","2522",".","0.135","2522","15828","13.5","86089","148136","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","27738","693,980","1321",".","0.179","1321","4957","17.9","18022","37453","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020",".","1,003,020",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","8072","286,512","287",".","0.268","287","2166","26.8","3827","12318","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","116886","2,138,493","3224",".","0.105","3224","12306","10.5","92766","141006","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","61173","1,129,671","1311",".","0.144","1311","8783","14.4","43959","78387","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","16101","351,891","747",".","0.199","747","3198","19.9","9833","22368","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020",".","511,611",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","3872","145,320","139",".","0.268","139","1037","26.8","1840","5904","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","100520","2,047,865","2810",".","0.106","2810","10693","10.6","79562","121479","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","55939","1,073,175","1211",".","0.136","1211","7628","13.6","40988","70891","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","11637","342,089","574",".","0.181","574","2110","18.1","7503","15772","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020",".","491,409",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020","4200","141,192","148",".","0.292","148","1227","29.2","1796","6605","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","14","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","230716","4,175,920","6088",".","0.103","6088","23652","10.3","184358","277075","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","124160","2,217,298","2457",".","0.136","2457","16929","13.6","90978","157341","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","29541","682,102","1332",".","0.183","1332","5414","18.3","18929","40153","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020",".","984,821",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","7682","291,699","275",".","0.213","275","1637","21.3","4473","10891","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","124429","2,131,384","3198",".","0.101","3198","12610","10.1","99714","149145","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","63947","1,135,749","1239",".","0.137","1239","8744","13.7","46809","81086","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","17850","346,675","730",".","0.204","730","3646","20.4","10703","24996","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020",".","502,555",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","4376","146,405","140",".","0.228","140","998","22.8","2420","6333","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","15","2020","106287","2,044,536","2890",".","0.107","2890","11374","10.7","83993","128581","."
